Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,9.307258373,11.69999897,10.80809699,11.65627794,14.12185539,13.3665973,12.65182215,12.59571799,11.60633145,11.66532876,12.50748406,10.72758452,13.73255915,11.85524718,10.3485456,8.100547239,17.63619316,12.38144623,15.4808518,15.79784406,17.88294732,14.11629594,15.53162433,14.71303159,13.41547204,12.83770602,11.83581054,11.69774799,12.24976334,12.7850303,13.05818553,12.22721492,12.34732859,14.10431403,13.86432091,17.34486186,16.36958007,15.80514283,16.12273217,16.62929817,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252,21.30458385,20.26789041,23.44393481,21.43605231,
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,30.68861231,34.52261126,33.21648916,36.93962019,38.24615025,43.20224081,43.46992488,42.62235398,45.89608581,48.15837612,36.72786877,39.20412675,52.93824701,45.83472733,45.67256469,22.92318281,37.32368543,36.88754893,35.10386002,47.32518141,41.52684888,44.20005133,41.62230729,44.59693706,52.1072539,57.18464668,64.06958412,71.2219405,72.2673442,50.49740627,53.28824027,58.74895289,63.86054319,65.28171217,65.80577549,63.03452279,59.11829631,62.96800888,63.27344308,60.14917588,
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,115.2404715,120.0092032,106.7770645,92.95073341,93.84405856,89.84050688,84.81310447,87.40003822,77.49443287,87.62992359,94.60513707,95.63864723,96.74204545,80.72929985,73.98490141,70.47376878,76.20189497,69.50529596,63.88542858,62.96445322,56.6284683,53.41550496,58.62506792,56.02851016,62.13216408,64.4194769,62.46523681,58.10552134,63.30516277,49.49813154,50.93507678,74.73659889,83.73912577,87.06775078,79.51708569,71.65060855,65.38897662,67.40224141,71.83764747,,
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,66.1430575,67.51561749,60.2035392,62.87725605,62.36943568,59.55141608,58.01592798,58.30679536,59.27091219,57.9049545,55.8032445,,57.16884389,55.95925458,55.16752594,51.21453844,51.39327296,53.38048481,54.91630213,57.81906345,42.85448079,43.069007,39.24584877,41.59738103,38.42829199,34.10252715,35.25330634,37.78675227,42.63638397,49.24143697,47.92086145,47.93558807,42.33036398,43.72231511,50.89842063,46.12378154,45.52813201,49.1794416,37.89981536,37.1490317,41.15255465,41.27007123,,
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39893826,71.46787364,83.88233728,72.79732986,98.36341183,94.17659479,75.50159552,75.92638838,70.93062731,83.16989659,66.84393287,71.63375162,63.02171064,56.45030422,59.3148096,48.73811824,51.27267139,55.80037285,55.79456509,54.18819337,56.63373017,53.32722983,52.29928914,57.04359003,57.10239341,55.72801959,
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64896074,33.33333333,57.60869565,83.35025381,84.10610914,54.05302999,50.42509604,65.65629856,63.90656844,61.63177646,72.39834461,70.29732374,67.37454234,68.98547237,74.25017703,59.08654297,64.23379212,67.21082526,68.66172333,59.759183,64.54508764,79.50889355,74.30836203,61.48238713,55.71042031,57.90405963,62.69997578,66.57815452,68.93869099,66.91463619,
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,57.3915223,63.05121057,59.05553251,54.39689506,58.70299678,51.28247011,48.63792885,52.38376237,56.97464571,57.48216354,51.27395048,0,52.91925098,50.18440829,52.43820538,49.11100777,50.26587825,55.70716124,56.92769928,67.35425289,73.67502554,69.37610986,66.66622885,66.39730554,58.87497979,63.38642984,62.02331116,62.12878264,70.54338254,57.0621916,58.64630046,64.32866922,63.80357213,66.59329809,65.27093457,66.26134412,61.61171202,58.43480889,58.00791738,58.00782139,
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.51093126,30.18607294,28.84300217,28.65508619,29.59251558,,,,,,,
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.93391382,23.33743842,25.60540642,26.34239888,23.47207179,26.68523677,26.47798742,26.01626016,24.03846154,23.25244477,24.35854991,24.40073755,24.01913876,28.31987971,26.79769666,32.21663411,29.88640313,29.64494201,30.1082418,27.39607582,22.52252252,22.91666667,29.32960894,24.04458599,25.81795627,22.84285327,25.71410883,24.12720592,23.13880894,23.15646579,23.92629321,26.96562034,29.0650961,28.38636003,27.19753938,27.18656477,27.27442065,29.35906095,32.58247785,27.28735619,27.32302914,25.25567283,27.7158054,26.36710166,26.32587575,32.09379899,32.7661346,34.26625502,37.96046497,32.90444922,34.32417022,38.38869314,37.78256414,37.13842822,41.97138151,37.06454906,31.91302884,31.80050852,31.12116968,31.43004429,
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.117285543,7.339459071,5.188973948,9.111000021,5.677600006,5.555924843,5.991669227,5.768971066,6.610384411,6.553713097,7.449759148,8.137973432,8.844075565,9.501580998,13.88372808,11.50558031,9.432617823,7.917747637,7.864394358,9.175567788,11.30583071,9.799449095,8.274479024,9.008341194,7.924387293,7.095314561,6.354576555,6.192662646,5.692538049,5.46126798,6.961765546,7.913943536,8.385094331,9.096046055,9.66785407,9.455584961,8.905381793,9.592559686,9.408084592,11.41726822,12.45171335,14.56457435,13.38776713,12.95960101,13.13249097,11.84296594,11.66738358,11.96493627,13.72356891,11.25460447,11.90659334,12.35189532,13.23673454,14.04374544,13.673463,14.0534512,12.06701899,11.80463836,14.50808266,14.65420479,
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,60.40844812,64.80373312,61.10529589,68.35672181,76.13290811,61.23772102,58.6702365,56.50149509,58.9541432,57.10963455,51.0617284,46.08737552,38.64060677,38.41195831,41.04337051,43.37286879,41.4148622,34.58865611,37.79759036,38.1650104,45.03700381,45.42490534,49.26567164,45.65125309,46.50496884,47.34270306,45.3904076,44.48575567,47.13350989,50.35999419,52.8014138,54.40203912,50.66940094,53.67948694,45.80401523,49.44966998,49.00423081,47.15293818,45.90362733,45.02639732,43.08822057,42.13477847,40.72270691,39.70530129,41.68355059,
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,17.35341335,23.42622004,18.25886636,16.08782057,14.47273057,14.13786882,11.66426622,13.71348041,17.22645335,18.98103128,,,,,,35.20789195,37.26688607,40.17200938,47.90902421,51.76364185,48.40621496,55.8271237,60.64051019,58.49423351,57.40412979,48.40323201,35.81729355,39.19356475,41.62613879,35.96921573,31.79052372,27.28916946,25.2164514,27.8977165,27.61460739,35.7894602,27.96147673,30.03046818,35.47975532,42.8950042,34.24388837,37.68319243,37.74136081,35.60350735,41.96404349,50.5636179,
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,37.70276137,48.03859053,47.69614828,45.77204981,45.13039835,51.13760517,52.42133226,38.09133888,49.11632028,37.96754958,30.65261276,40.1228102,55.90385045,44.09362095,39.42604142,42.6295264,45.66832041,46.11597789,49.41758839,50.70118172,49.95924493,49.29161246,50.86304433,52.34165189,64.00042749,66.2218917,60.7159377,58.65804724,59.40006777,63.75388329,72.44380369,72.1959181,64.53948951,63.76908105,60.85714736,67.75607874,55.78807889,52.72665514,55.89158793,,
Botswana,BWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.64394208,42.52550467,44.83899262,47.34535685,48.57670261,50.6097561,50.94850949,50.77349314,62.94736842,52.56525653,60.91370558,61.56387665,60.54287962,61.96518147,64.77518634,63.79211879,66.32148377,69.30966469,68.524389,65.24992517,66.44230186,71.53032832,69.27419741,62.56561807,57.96219857,51.23175935,49.12874011,48.44218821,43.9296497,46.13626671,49.79191333,46.52887119,41.57169149,39.11240781,40.35821104,43.7586738,37.12713079,47.7236766,52.55186722,43.73181291,40.09291962,38.86745733,39.67834728,37.00718468,41.38403511,35.58179851,34.08011528,40.58855625,51.04194313,51.88507096,51.26433191,53.59504373,61.40415194,61.03093902,55.41804976,56.11924174,44.20121716,35.93217995,39.17005883,40.52300238,
Central African Republic,CAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.18181226,35.76158881,37.70490743,38.48580502,40.80459028,37.66937669,42.5257732,46.89823821,39.63122536,37.59845824,41.56234991,37.42346234,33.81308706,36.48688336,43.33611318,39.91997006,29.32661081,34.32490613,33.88576027,35.13293947,41.08078286,34.0597439,34.2245066,36.61626111,35.50167739,31.63597524,28.62263185,28.5502934,25.05388217,26.46316121,25.87551465,26.12265066,26.36337608,22.88906748,25.01862134,28.25494616,25.61401875,28.9342281,28.3926453,23.98869362,25.2875684,22.5732459,20.14585984,17.99522216,19.24603741,21.70818354,22.07986508,23.4655716,23.43385711,21.65259659,22.80468088,21.34779823,21.50931559,23.42633278,36.41930443,36.07748715,35.70876436,39.88377195,46.98002245,47.47980242,
Canada,CAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,18.27351706,17.98530048,17.44252951,18.06267723,18.64839927,19.29600369,19.23986171,19.96516004,21.10999615,19.71415673,19.75762805,20.70471527,21.67206142,24.17202384,23.97638667,22.65868297,23.13401866,24.3954847,25.99683504,25.89744449,25.80457124,21.50124233,21.86823163,24.63307427,25.39416755,26.18590905,24.96774058,25.41395674,25.11576531,25.01020928,24.95977851,26.62848332,29.20315119,31.70864856,33.06899018,33.27040231,36.32359774,38.1837095,38.3855771,38.68483095,36.43254523,35.7752982,33.09080817,32.97685736,33.0079575,32.74525585,32.13795461,32.70987215,30.03442083,31.11385324,31.89479536,32.24252342,31.89913623,32.64208628,34.3149411,33.86111211,33.62321453,34.03606169,33.33223374,
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37525699,36.42621551,39.31806367,39.51754918,39.38404832,42.73173428,42.7524778,42.02402623,44.11384887,47.65356751,48.76804388,53.24961761,54.98671495,55.00458744,47.12689422,53.04001052,57.18412189,58.2607893,57.8994218,59.39097383,59.24972339,59.18928582,61.06585643,62.24164483,60.75771623,
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,42.18932774,39.98495763,38.61081651,39.21208053,42.20346222,34.95982455,37.08477954,41.71476559,39.96710859,43.87502284,49.29035048,48.3830612,44.33942132,44.63659414,45.02222062,45.72791562,43.63845023,40.30958033,41.51619208,44.08178479,41.59232807,38.74893635,38.42151989,37.04925496,36.24914414,36.41364987,37.92931184,42.13131333,42.16448516,42.66280891,45.98769432,45.27436143,42.21604709,41.42145819,42.52151395,46.53934249,48.02666703,50.0072114,52.1182314,49.69971218,53.2865076,57.0306713,56.64875379,59.87160882,52.58640491,50.51404713,54.22796868,54.47536761,53.90337513,53.40495722,
Channel Islands,CHI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83330939,15.52468007,12.79794588,14.76935984,13.22681423,12.65400206,13.40459475,12.90646916,13.09848401,14.06412733,13.96930843,12.0426023,13.16159179,15.38796715,19.30379884,26.57162139,20.30689696,22.02142537,23.65739455,25.54806916,26.44874681,26.21654346,21.25208914,21.39706073,24.46083953,24.33277328,24.73353748,25.84909388,25.98106676,29.27290095,29.2511137,26.79327708,27.29225862,27.72838389,25.75178803,26.34090127,28.12243213,28.47616391,28.80003161,26.58113603,28.78412198,30.7444961,30.58979187,30.65724111,29.93129296,31.4569444,29.3035443,31.33841161,39.36560568,29.29642931,31.31860345,34.44370847,34.14998768,32.77400322,32.16183812,29.5959267,27.53941361,27.21616508,28.76640895,28.56190425,
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.428270186,3.489410046,2.908277405,2.85988945,2.864140418,3.189158016,3.235029385,2.976256828,2.918410642,2.405463256,2.460850112,2.132768936,2.507443974,3.758798346,5.403684974,4.849481823,4.326440474,4.086153846,5.094187394,5.923734773,6.513236386,7.44960399,8.673338938,8.403302179,9.505919118,12.37605329,11.16930207,12.37553056,15.68244977,13.26136582,10.65842194,11.46184596,14.48749678,19.35378332,17.23306642,16.32307795,15.89144991,15.0398529,14.08237469,15.36187057,18.51709397,18.21521353,20.10265796,24.82323147,28.44418664,28.3780353,28.44385835,26.7585673,25.01000233,20.435017,23.53174242,24.17271428,22.77499818,22.14512224,21.3951552,18.11008993,17.31003402,17.9401373,18.34414062,17.26489362,
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.9045205,28.10353653,25.74692896,23.51986591,24.72276998,30.12421965,28.69635519,28.79128767,27.99496361,27.06979362,29.10763118,28.42732647,29.00665084,33.23197974,38.37618374,36.58478424,36.2477536,36.33056219,37.43549421,37.66260588,41.17866036,42.28419538,39.32679298,35.72031705,31.79127049,32.39760073,30.18144875,29.62025808,27.89014302,29.05520841,27.11162094,26.98609497,28.11557841,25.90606897,29.30925615,34.44304424,32.41828092,35.29209033,34.97024122,34.13761636,33.85677511,32.85029407,32.40131462,33.37607442,38.20167264,44.02427718,42.70214102,42.21164881,40.15876601,39.92478737,43.3267912,37.33487399,44.74561787,38.59577894,34.37059715,25.36017485,22.92053504,23.62065644,23.07956211,22.08574099,
Cameroon,CMR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,24.26064636,23.57723647,22.57924437,24.633204,22.8591363,24.67002097,27.15797275,26.08574991,23.99716818,22.79992343,25.54303477,27.36461919,27.80575609,28.12202863,28.24239492,27.1313909,28.41412507,28.91105566,29.3035876,30.99342605,31.57581732,22.72443642,20.62603884,15.96163399,17.76944715,17.31353104,14.63989889,18.31556992,12.53476986,18.94761842,17.61302801,23.17733982,24.96267072,22.46801742,20.31852628,24.94465955,28.28572047,27.54591723,25.71369995,24.2256192,26.37058565,26.30851337,29.60777145,32.92190211,26.36925342,26.95171122,31.00422527,30.26891355,30.03771287,30.12672029,27.60954078,23.96516838,22.60605047,23.69756892,23.9966836,
"Congo, Dem. Rep.",COD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89142805,23.72624311,30.31349366,15.00000019,32.88921844,17.5419909,15.56479089,13.05425268,13.64550284,30.03091314,26.60690111,29.37042192,26.26316109,41.07014126,44.74449239,36.13309155,49.63645614,45.68252753,37.54870238,41.02008384,41.85796128,31.60686316,31.96876806,39.04085744,37.95201074,35.22178372,
"Congo, Rep.",COG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,85.60716676,83.66120209,62.95171441,57.8475221,56.44901093,53.08640883,51.10701107,55.82194449,57.23474277,56.89408238,57.76314474,52.64936213,51.78744928,43.37747517,59.47473385,63.74695864,66.55574043,65.26595745,61.06908724,48.62745098,60.12763596,76.09377884,68.50704225,51.76426426,45.62336985,56.00535641,53.66853395,38.62088635,40.42488619,34.8288073,19.04199475,28.04995447,16.44860896,31.33982371,74.21922717,63.6079341,59.94944987,60.16154016,72.62403269,59.10411923,43.61273719,53.31245423,53.93964559,76.04941174,50.83840588,54.5053942,65.61996668,53.52311323,47.0024926,50.20542228,54.69792897,57.83572831,60.32926753,66.0719813,70.25263291,96.37029556,85.67662474,62.9177991,57.46375241,34.80312905,
